SUB_PACKAGE_CODE,SUB_PACKAGE_NAME,CAR_BRAND_CODE,CAR_MODEL_CODE,CAR_SUBMODEL_CODE,CAR_YEAR,GARAGE_TYPE,GROSS_PREMIUM,SUM_INSURED,CC_MIN,CC_MAX,VMI_USE_TYPE_CODE
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2025,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2024,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2024,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2023,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2023,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2022,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2022,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2021,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2021,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2020,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2020,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2019,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2019,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2018,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2018,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2017,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2017,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2016,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2016,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2015,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2015,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2014,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2014,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2013,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2013,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2012,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2012,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2011,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2011,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2010,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2010,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2009,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2009,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2008,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2008,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2007,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2007,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2006,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,520,ไม่ระบุรุ่นย่อย,2006,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2025,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2024,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2023,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2022,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2021,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2020,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2019,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2018,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2017,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2016,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2015,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2014,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2013,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2012,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2011,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2010,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2009,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2008,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2007,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,523,ไม่ระบุรุ่นย่อย,2006,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2025,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2025,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2024,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2024,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2023,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2023,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2022,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2022,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2021,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2021,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2020,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2020,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2019,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2019,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2018,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2018,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2017,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2017,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2016,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2016,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2015,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2015,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2014,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2014,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2013,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2013,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2012,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2012,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2011,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2011,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2010,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2010,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2009,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2009,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2008,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2008,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2007,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2007,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2006,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,525,ไม่ระบุรุ่นย่อย,2006,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2025,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2024,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2023,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2022,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2021,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2020,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2019,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2018,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2017,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2016,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2015,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2014,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2013,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2012,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2011,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2010,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2009,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2008,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2007,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,528,ไม่ระบุรุ่นย่อย,2006,A,6300,100000,0,2000,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2025,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2024,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2023,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2022,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2021,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2020,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2019,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2018,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2017,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2016,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2015,A,6300,100000,2001,9999,110
,"TVI 3+ DRIVE CHILL PLUS ทุน 100,000 (รถเก๋ง)",BMW,645,ไม่ระบุรุ่นย่อย,2014,A,6300,100000,2001,9999,110
